customer_id,cluster
1924,4
1925,4
1926,7
1927,0
1928,4
1929,6
1930,5
1931,0
1932,2
1933,5
1936,0
1939,6
1940,1
1941,7
1942,6
1943,5
1944,2
1945,6
1946,5
1948,5
1949,2
1950,6
1951,7
1952,0
1953,1
1954,4
1955,5
1956,3
1957,2
1958,1
1959,5
1962,2
1963,4
1964,5
1965,6
1967,5
1969,0
1970,6
1971,0
1972,1
1973,6
1974,1
1975,5
1976,6
1977,4
1979,5
1980,0
1981,2
1982,1
1983,1
1984,5
1985,3
1986,2
1987,2
1990,3
1991,3
1992,3
1993,1
1994,3
1995,0
1996,1
1998,7
1999,0
2000,6
2001,7
2002,1
2004,0
2005,6
2006,6
2007,5
2008,6
2009,2
2010,7
2011,7
2012,7
2013,1
2014,3
2015,5
2016,0
2017,1
2018,6
2019,1
2020,2
2021,3
2022,7
2023,3
2024,6
2025,5
2026,3
2027,0
2028,3
2029,5
2030,3
2031,5
2032,2
2033,1
2034,7
2035,0
2037,2
2038,1
2039,0
2040,6
2041,3
2042,4
2043,5
2044,2
2045,7
2046,0
2047,1
2048,5
2049,1
2051,3
2052,0
2053,7
2055,1
2056,4
2058,2
2059,0
2061,2
2062,6
2063,5
2064,3
2065,7
2066,3
2067,6
2068,5
2069,4
2070,3
2071,6
2072,0
2075,0
2076,0
2077,6
2078,6
2081,0
2082,6
2083,5
2084,1
2085,2
2086,3
2087,4
2089,4
2090,5
2091,0
2093,3
2094,2
2095,3
2098,5
2099,1
2100,1
2101,7
2102,0
2103,3
2104,3
2105,3
2107,1
2108,2
2109,5
2110,3
2111,3
2112,5
2113,5
2114,6
2116,7
2117,0
2118,6
2119,6
2120,2
2121,0
2123,6
2124,2
2125,2
2126,1
2127,6
2128,2
2129,2
2130,1
2132,4
2133,7
2134,7
2135,7
2137,2
2138,6
2139,7
2140,1
2141,4
2142,3
2143,7
2144,7
2146,4
2148,1
2149,4
2150,5
2151,1
2154,0
2155,5
2156,3
2157,5
2158,0
2159,4
2160,7
2161,5
2162,1
2163,2
2164,6
2165,0
2166,6
2167,1
2168,0
2169,0
2170,6
2171,3
2172,5
2173,6
2174,0
2175,0
2176,3
2177,0
2178,6
2179,2
2181,6
2182,2
2185,1
2186,6
2187,0
2188,0
2189,2
2190,6
2191,5
2192,0
2193,6
2195,1
2196,7
2197,4
2199,1
2200,6
2202,4
2203,6
2204,6
2205,0
2206,3
2207,6
2209,2
2210,6
2212,2
2213,4
2214,2
2215,0
2216,3
2217,0
2218,6
2219,6
2222,1
2223,2
2224,2
2225,4
2226,0
2227,7
2228,7
2231,1
2232,1
2233,2
2234,6
2236,3
2237,5
2238,3
2239,7
2240,6
2242,2
2243,2
2244,6
2246,3
2247,5
2248,3
2249,0
2250,2
2251,0
2252,5
2253,2
2254,7
2255,2
2256,3
2257,5
2259,2
2261,6
2262,6
2263,3
2265,1
2266,0
2267,4
2268,7
2269,4
2271,2
2272,6
2273,3
2274,5
2275,7
2276,5
2277,5
2278,6
2279,7
2280,6
2281,5
2285,5
2286,2
2288,1
2289,1
2290,2
2291,7
2292,4
2293,1
2294,7
2295,6
2296,6
2297,1
2299,3
2302,1
2303,7
2304,5
2305,2
2306,2
2307,1
2309,1
2310,5
2311,7
2312,1
2313,1
2314,7
2315,2
2316,6
2317,4
2318,0
2319,3
2320,2
2321,7
2323,0
2325,1
2326,0
2327,6
2328,7
2329,0
2330,3
2331,7
2332,7
2333,2
2334,5
2336,1
2337,7
2338,7
2339,6
2340,6
2341,7
2342,7
2343,3
2344,6
2345,6
2346,1
2347,6
2348,0
2349,1
2351,6
2352,4
2353,6
2354,7
2355,3
2356,5
2357,6
2358,6
2359,6
2360,5
2361,2
2363,1
2364,2
2365,5
2366,1
2367,6
2368,7
2369,6
2370,4
2372,3
2373,1
2376,6
2377,1
2378,3
2379,0
2380,1
2381,4
2382,1
2384,3
2385,7
2386,0
2387,2
2388,1
2389,7
2390,4
2392,4
2393,3
2394,7
2395,6
2397,3
2398,0
2399,2
2401,7
2402,3
2403,3
2404,3
2405,7
2406,2
2407,3
2408,6
2409,3
2410,3
2411,6
2412,4
2413,7
2414,0
2415,4
2416,4
2417,6
2418,2
2419,1
2420,3
2421,0
2422,3
2423,5
2424,7
2425,6
2426,5
2427,1
2428,1
2431,7
2432,6
2433,2
2435,1
2437,0
2438,4
